Robot,Delta_muestra,Input_d,d_ref,vel_ref,Input_vel,Input_theta,Output_d,Output_vel,Output_theta,curva,alpha_fuzzy,radio_curva
L,40,43.80,24.90,10.00,10.13,0.06,0.00,301.72,-268.66,5.92,0.99,0.00
S,41,80.00,13.10,24.64,-4.06,0.00,35.00,659.08,-43.38,1.40,0.48,0.64
L,40,44.40,24.90,10.00,9.96,0.03,0.00,305.43,-89.78,11.30,0.99,0.10
S,40,9.90,13.10,-2.92,10.04,0.01,-3.13,-262.10,-14.18,0.39,0.99,0.64
L,40,44.10,24.90,10.00,9.94,0.02,0.00,306.25,-125.84,19.52,0.99,0.10
S,40,9.50,13.10,-3.86,0.27,-0.00,-4.99,-106.83,20.50,1.32,0.94,0.64
L,40,43.80,24.90,10.00,9.90,-0.09,0.00,307.60,288.96,21.01,0.99,0.08
S,40,11.70,13.10,1.57,-0.26,-0.00,1.45,25.01,12.17,0.49,0.99,0.64
L,40,44.30,24.90,10.00,9.76,0.02,0.00,311.87,-299.56,11.57,0.99,0.05
S,40,10.60,13.10,-1.93,0.34,0.01,-2.11,-71.48,-32.05,0.06,0.99,0.64
L,40,43.50,24.90,10.00,9.92,0.06,0.00,309.03,-276.38,6.44,0.99,0.06
S,40,10.00,13.10,-3.97,-0.06,-0.01,-4.24,-127.48,31.90,0.54,0.99,0.64
L,40,44.20,24.90,10.00,9.96,0.06,0.00,308.46,-206.40,14.91,0.99,0.12
S,40,80.00,13.10,25.07,-0.42,-0.01,35.00,617.24,11.16,0.33,0.50,0.64
L,40,43.50,24.90,10.00,10.31,0.02,0.00,299.61,-83.00,23.17,0.99,0.12
S,40,9.10,13.10,-4.28,2.79,0.01,-4.51,-84.68,-47.00,0.11,0.99,0.64
L,40,41.10,24.90,10.00,10.31,-0.18,0.00,297.64,604.45,26.33,0.99,0.09
S,40,7.80,13.10,-8.68,3.28,0.01,-8.91,-253.37,-3.54,0.08,0.99,0.64
L,40,40.90,24.90,10.00,9.97,0.02,0.00,304.90,-424.74,16.60,0.99,0.14
S,40,11.60,13.10,2.42,1.42,0.00,2.30,15.49,-8.49,1.11,0.99,0.64
L,40,40.20,24.90,10.00,9.82,0.08,0.00,308.92,-325.92,0.02,0.99,0.05
S,40,10.00,13.10,-2.18,0.11,0.01,-3.09,-64.48,-19.01,1.36,0.95,0.64
L,40,41.10,24.90,10.00,9.75,0.06,0.00,311.75,-203.20,11.80,0.99,0.14
S,40,10.30,13.10,-1.88,-0.21,0.00,-2.70,-61.72,3.89,1.35,0.95,0.64
L,40,37.50,24.90,10.00,10.14,0.02,0.00,302.98,-82.47,24.00,0.99,0.13
S,40,9.10,13.10,-6.22,-0.49,-0.00,-6.77,-177.47,-1.80,0.75,0.97,0.64
L,40,80.00,24.90,10.00,10.38,-0.10,0.00,296.08,295.65,28.64,0.98,0.11
S,40,12.30,13.10,2.83,-0.62,-0.00,2.72,28.92,3.06,0.35,0.99,0.64
L,40,80.00,24.90,10.00,10.90,0.02,0.00,280.26,-312.99,24.68,0.99,0.09
S,40,11.20,13.10,-0.62,-0.56,0.01,-0.78,-42.59,-27.98,0.26,0.99,0.64
L,40,80.00,24.90,10.00,11.41,0.06,0.00,261.64,-262.81,17.86,0.99,0.06
S,41,6.60,13.10,-14.80,-0.47,-0.00,-15.17,-417.59,12.35,0.61,0.99,0.64
L,40,80.00,24.90,10.00,10.92,-0.05,0.00,266.24,182.38,23.66,0.99,0.09
S,40,13.10,13.10,0.12,-1.27,0.01,0.00,0.00,0.00,0.26,0.99,0.64
L,40,80.00,24.90,10.00,10.49,-0.04,0.00,272.21,-25.10,26.36,0.99,0.09
L,40,80.00,24.90,10.00,9.83,0.02,0.00,286.60,-227.67,16.47,0.99,0.05
S,40,9.00,13.10,-12.30,-0.33,0.01,-12.63,-312.68,-20.96,0.17,0.99,0.64
S,40,11.30,13.10,-5.66,-2.52,-0.01,-5.87,-151.54,31.10,0.32,0.99,0.64
L,40,80.00,24.90,10.00,9.23,-0.02,0.00,303.17,11.16,13.13,0.99,0.06
S,40,8.10,13.10,-15.54,-2.94,-0.01,-15.86,-417.02,27.33,0.13,0.99,0.64
L,40,80.00,24.90,10.00,9.11,0.05,0.00,310.88,-302.14,15.17,0.99,0.07
L,40,80.00,24.90,10.00,9.13,0.05,0.00,315.35,-210.88,14.83,0.99,0.08
S,40,10.20,13.10,-8.59,-4.54,-0.01,-9.76,-266.74,37.58,1.34,0.95,0.64
S,41,10.40,13.10,-7.09,-6.24,-0.02,-9.28,-206.96,48.02,2.76,0.91,0.64
L,40,80.00,24.90,10.00,9.49,-0.15,0.00,311.15,516.91,21.80,0.99,0.12
S,40,10.30,13.10,-6.81,-6.37,-0.02,-9.67,-201.08,58.04,3.68,0.88,0.64
S,40,10.30,13.10,-6.81,-6.37,-0.02,-9.67,-201.08,58.04,3.68,0.88,0.64
L,40,80.00,24.90,10.00,9.78,-0.05,0.00,306.50,-104.72,18.42,0.99,0.03
L,40,80.00,24.90,10.00,9.92,0.08,0.00,304.12,-428.57,1.17,0.99,0.05
S,40,10.30,13.10,-6.17,-6.06,-0.02,-9.71,-195.32,64.19,4.57,0.86,0.64
L,40,80.00,24.90,10.00,9.87,0.08,0.00,305.98,-265.59,3.26,0.99,0.07
S,40,14.00,13.10,1.65,-5.62,-0.02,1.48,-2.83,62.73,5.78,0.99,0.64
S,40,9.80,13.10,-6.47,-4.34,-0.02,-11.17,-206.26,51.61,6.99,0.82,0.64
L,40,80.00,24.90,10.00,10.71,0.06,0.00,284.63,-208.17,23.32,0.99,0.15
S,40,17.50,13.10,13.23,-3.54,-0.01,12.61,274.97,50.55,7.50,0.74,0.64
L,40,80.00,24.90,10.00,10.24,0.05,0.00,292.75,-203.09,30.57,0.50,0.14
L,40,80.00,24.90,10.00,10.38,-0.18,0.00,287.77,630.72,33.31,0.50,0.13
S,40,18.70,13.10,16.37,-1.52,0.02,16.80,401.57,-61.46,6.13,0.76,0.64
L,40,80.00,24.90,10.00,9.90,-0.15,0.00,298.04,182.75,19.73,0.99,0.14
S,40,20.00,13.10,20.44,2.19,0.02,21.25,514.97,-25.57,4.09,0.87,0.64
L,40,78.20,24.90,10.00,10.39,0.08,0.00,285.91,-571.34,4.92,0.99,0.12
S,40,13.40,13.10,1.58,6.33,0.02,1.47,20.68,-32.15,0.09,0.99,0.64
S,40,14.30,13.10,4.38,7.65,0.02,4.26,31.43,-40.74,3.36,0.99,0.64
L,40,80.00,24.90,10.00,9.65,0.16,0.00,303.01,-523.28,4.93,0.99,0.12
L,40,80.00,24.90,10.00,10.17,0.08,0.00,291.36,-170.49,16.81,0.99,0.20
S,40,15.30,13.10,8.14,5.83,0.02,7.37,158.16,-40.84,4.78,0.90,0.64
L,40,75.40,24.90,10.00,11.20,-0.01,0.00,263.47,63.34,33.54,0.50,0.15
S,40,15.00,13.10,7.20,4.38,0.02,6.57,185.03,-35.98,5.26,0.92,0.64
S,40,14.10,13.10,4.07,4.06,0.02,3.94,127.90,-40.42,4.43,0.99,0.64
L,40,58.10,24.90,10.00,11.01,-0.07,0.00,261.59,124.31,35.27,0.50,0.08
L,40,64.90,24.90,10.00,10.46,0.06,0.00,270.09,-429.42,24.37,0.99,0.01
S,40,15.20,13.10,7.97,4.09,0.02,7.33,228.84,-39.96,4.40,0.92,0.64
L,40,35.10,24.90,10.00,9.73,-0.01,0.00,286.53,15.57,18.83,0.99,0.14
L,40,75.10,24.90,10.00,9.64,-0.07,0.00,290.36,136.31,24.25,0.99,0.10
S,40,16.20,13.10,11.09,4.23,0.02,10.43,329.48,-43.58,4.44,0.85,0.64
S,41,15.70,13.10,9.83,5.37,0.02,8.98,307.44,-41.51,5.03,0.86,0.64
L,40,75.50,24.90,10.00,9.60,-0.02,0.00,293.37,-142.38,19.90,0.99,0.08
S,40,14.60,13.10,5.90,6.79,0.02,5.78,193.55,-45.00,5.45,0.99,0.64
S,40,15.50,13.10,9.37,7.53,0.01,8.50,259.79,-42.10,6.05,0.87,0.64
L,40,46.30,24.90,10.00,9.53,-0.00,0.00,297.50,-100.29,12.10,0.99,0.05
S,40,13.00,13.10,1.15,7.52,0.01,0.98,56.02,-38.88,6.90,0.99,0.64
L,40,42.40,24.90,10.00,9.54,0.00,0.00,300.06,-99.90,12.06,0.99,0.05
L,40,41.20,24.90,10.00,9.68,0.00,0.00,299.16,-102.89,12.83,0.99,0.05
S,40,14.00,13.10,4.17,6.86,0.01,4.04,115.17,-33.36,7.06,0.99,0.64
L,40,80.00,24.90,10.00,9.85,0.01,0.00,296.46,-108.63,14.35,0.99,0.06
S,40,10.30,13.10,-4.10,5.25,0.01,-7.49,-74.48,-30.81,6.96,0.85,0.64
S,40,14.20,13.10,4.43,3.36,0.00,4.29,143.08,-12.93,5.94,0.99,0.64
L,40,80.00,24.90,10.00,9.89,0.08,0.00,296.39,-375.22,15.79,0.99,0.06
L,40,52.60,24.90,10.00,9.82,0.07,0.00,298.93,-258.05,19.86,0.99,0.10
S,40,12.90,13.10,0.54,2.39,0.00,0.36,73.17,-34.73,4.60,0.99,0.64
L,40,37.50,24.90,10.00,10.06,0.03,0.00,293.62,-109.91,29.70,0.98,0.14
S,40,14.50,13.10,5.36,2.21,0.00,5.26,193.01,-23.57,3.25,0.99,0.64
L,40,36.30,24.90,10.00,10.29,0.02,0.00,287.39,-157.96,34.84,0.50,0.13
S,40,13.40,13.10,2.11,2.26,0.00,1.97,125.08,-20.18,3.08,0.99,0.01
L,40,46.80,24.90,10.00,10.23,-0.13,0.00,287.21,373.96,33.48,0.50,0.12
S,40,18.00,13.10,15.97,2.78,-0.00,16.07,472.56,-10.10,3.10,0.91,0.03
L,40,49.80,24.90,10.00,9.71,-0.08,0.00,299.42,-13.25,26.33,0.99,0.02
S,41,15.30,13.10,8.57,4.26,-0.00,8.05,317.89,-11.23,3.16,0.93,0.02
L,40,46.30,24.90,10.00,9.64,0.06,0.00,302.83,-422.73,9.39,0.99,0.04
S,40,16.50,13.10,12.12,7.44,-0.01,11.76,352.55,2.22,2.87,0.89,0.01
S,40,17.50,13.10,15.00,9.23,-0.01,15.00,408.34,22.17,1.99,0.93,0.01
L,40,47.90,24.90,10.00,8.82,0.06,0.00,326.50,-250.42,12.28,0.99,0.06
S,40,17.30,13.10,14.66,10.60,-0.02,14.64,397.39,41.02,1.39,0.95,0.00
L,40,47.10,24.90,10.00,10.40,0.02,0.00,292.04,-103.85,22.93,0.99,0.11
L,40,52.20,24.90,10.00,10.23,0.02,0.00,294.08,-149.25,28.27,0.98,0.11
S,40,18.00,13.10,17.09,11.74,-0.08,17.12,454.62,245.13,0.36,0.99,0.00
S,41,19.50,13.10,20.85,12.73,-0.08,21.80,558.94,181.69,4.33,0.86,0.04
L,40,50.30,24.90,10.00,10.05,-0.13,0.00,297.44,384.51,28.45,0.98,0.11
S,41,23.30,13.10,22.97,14.41,-0.08,32.61,618.94,173.48,13.66,0.45,0.06
L,40,51.80,24.90,10.00,9.68,-0.08,0.00,306.73,-4.69,19.20,0.99,0.08
L,40,52.30,24.90,10.00,9.92,0.06,0.00,302.47,-412.14,4.48,0.99,0.01
S,40,24.20,13.10,23.66,16.73,-0.08,35.00,626.19,198.60,21.32,0.43,0.05
L,40,52.00,24.90,10.00,9.43,-0.01,0.00,315.76,36.17,5.77,0.99,0.01
S,40,25.20,13.10,24.04,19.13,-0.08,35.00,613.71,234.13,25.74,0.45,0.05
S,40,26.00,13.10,23.74,20.84,-0.09,35.00,589.93,269.98,29.41,0.44,0.06
L,40,51.80,24.90,10.00,9.83,0.03,0.00,308.58,-210.52,15.97,0.99,0.06
L,40,50.30,24.90,10.00,9.84,0.03,0.00,309.22,-156.58,17.15,0.99,0.07
S,40,26.60,13.10,16.58,21.47,-0.10,35.00,403.37,311.81,33.55,0.08,0.07
S,40,28.40,13.10,16.33,21.05,-0.10,35.00,379.22,322.02,38.50,0.07,0.09
L,40,46.30,24.90,10.00,10.04,0.02,0.00,305.08,-144.48,20.93,0.99,0.08
L,40,43.20,24.90,10.00,10.13,0.02,0.00,302.35,-151.32,23.76,0.99,0.09
S,40,36.50,13.10,16.23,19.51,-0.09,35.00,389.45,289.77,43.70,0.06,0.11
L,40,36.60,24.90,10.00,10.05,0.02,0.00,303.79,-146.73,24.86,0.99,0.10
S,40,45.70,13.10,16.23,14.77,-0.07,35.00,494.10,254.66,49.28,0.06,0.13
S,40,48.70,13.10,16.23,17.02,-0.01,35.00,443.82,65.38,49.15,0.06,0.10
L,40,36.60,24.90,10.00,10.05,0.02,0.00,303.79,-146.73,24.86,0.99,0.10
L,40,27.40,24.90,10.00,10.12,-0.04,0.00,301.71,50.25,25.68,0.99,0.10
L,40,80.00,24.90,10.00,9.96,-0.04,0.00,305.04,-31.90,24.32,0.99,0.08
S,41,50.00,13.10,16.23,16.69,0.00,35.00,447.76,128.03,44.12,0.06,0.07
L,40,80.00,24.90,10.00,9.70,0.02,0.00,312.02,-239.03,15.90,0.99,0.06
S,40,50.80,13.10,16.49,16.57,0.00,35.00,455.05,141.38,35.24,0.07,0.06
S,40,49.20,13.10,16.80,16.32,0.00,35.00,469.29,140.83,30.01,0.09,0.06
L,40,80.00,24.90,10.00,9.74,0.05,0.00,312.74,-260.46,17.13,0.99,0.07
L,40,22.80,24.90,10.00,10.23,0.02,0.00,301.41,-113.32,23.67,0.99,0.10
S,40,50.40,13.10,16.65,16.16,0.00,35.00,472.37,139.09,27.11,0.08,0.05
S,40,49.50,13.10,16.56,16.36,0.00,35.00,467.65,141.09,25.22,0.08,0.06
L,40,27.10,24.90,10.00,9.95,-0.04,0.00,307.37,57.38,28.17,0.98,0.11
L,40,27.60,24.90,10.00,9.95,-0.04,0.00,307.75,-27.19,25.29,0.99,0.09
S,40,50.50,13.10,16.54,16.18,0.00,35.00,472.91,134.59,24.84,0.08,0.06
L,40,80.00,24.90,10.00,10.09,0.02,0.00,304.41,-230.20,17.96,0.99,0.06
S,40,49.50,13.10,16.53,16.53,0.00,35.00,465.66,132.81,24.72,0.08,0.06
S,40,49.80,13.10,16.53,16.40,0.01,35.00,468.97,120.23,24.53,0.08,0.05
L,40,80.00,24.90,10.00,9.62,0.02,0.00,316.22,-147.33,15.59,0.99,0.06
S,40,47.50,13.10,16.48,16.34,0.01,35.00,470.09,111.60,23.58,0.07,0.06
L,40,35.00,24.90,10.00,9.64,-0.04,0.00,317.82,71.49,19.49,0.99,0.08
L,40,30.50,24.90,10.00,9.85,-0.04,0.00,314.52,-0.75,20.33,0.99,0.08
S,40,48.50,13.10,16.42,16.43,0.01,35.00,467.04,105.32,22.18,0.07,0.05
L,40,27.20,24.90,10.00,10.07,-0.04,0.00,309.47,-19.86,14.65,0.99,0.05
S,41,48.60,13.10,16.38,16.55,0.02,35.00,462.64,94.43,21.04,0.07,0.05
L,40,26.90,24.90,10.00,10.04,0.02,0.00,309.86,-213.35,10.24,0.99,0.03
S,40,47.30,13.10,16.32,16.64,0.02,35.00,457.78,77.96,19.51,0.07,0.04
L,40,29.20,24.90,10.00,9.92,0.02,0.00,312.83,-130.18,9.58,0.99,0.04
S,40,46.50,13.10,16.28,16.52,0.03,35.00,458.06,61.35,18.12,0.06,0.04
L,40,20.00,24.90,10.00,9.91,-0.04,0.00,313.56,85.19,16.55,0.99,0.07
S,40,46.30,13.10,16.23,16.52,0.08,35.00,455.18,-141.01,15.94,0.06,0.03
L,40,28.20,24.90,10.00,10.42,-0.13,0.00,300.68,335.81,15.12,0.99,0.06
S,40,46.00,13.10,16.32,16.47,0.14,35.00,457.17,-279.49,12.26,0.07,0.02
L,40,28.90,24.90,10.00,9.43,0.02,0.00,324.16,-335.61,3.81,0.99,0.00
S,40,45.50,13.10,25.07,16.34,0.09,35.00,688.03,-28.83,0.02,0.50,0.03
L,40,25.20,24.90,10.00,9.71,0.03,0.00,320.10,-134.09,0.77,0.99,0.01
S,40,45.70,13.10,16.32,17.36,0.08,35.00,483.85,-91.37,12.14,0.07,0.04
L,40,29.20,24.90,10.00,10.01,0.02,0.00,314.09,-109.39,9.27,0.99,0.04
S,40,44.80,13.10,16.26,18.44,0.08,35.00,448.08,-119.88,14.34,0.06,0.03
L,40,80.00,24.90,10.00,10.09,-0.13,0.00,311.86,434.64,14.74,0.99,0.06
S,40,44.90,13.10,16.24,18.69,0.09,35.00,428.29,-155.95,15.22,0.06,0.03
L,40,80.00,24.90,10.00,9.70,0.02,0.00,321.45,-308.18,10.56,0.99,0.05
S,40,44.70,13.10,16.24,18.05,0.09,35.00,430.85,-163.11,16.61,0.06,0.04
L,40,80.00,24.90,10.00,9.99,0.02,0.00,315.71,-119.66,0.44,0.99,0.01
S,40,44.50,13.10,16.32,17.26,0.08,35.00,442.98,-162.44,19.41,0.07,0.06
L,40,27.20,24.90,10.00,10.03,0.02,0.00,314.61,-89.07,6.84,0.99,0.02
S,41,44.20,13.10,16.46,16.25,0.08,35.00,467.47,-161.03,23.06,0.07,0.06
L,40,26.50,24.90,10.00,10.23,-0.04,0.00,309.27,110.65,11.37,0.99,0.07
S,40,42.60,13.10,16.54,15.80,0.02,35.00,482.63,4.51,24.80,0.08,0.06
L,40,23.70,24.90,10.00,10.13,-0.13,0.00,310.64,379.26,12.24,0.99,0.03
S,40,42.90,13.10,16.45,16.87,0.02,35.00,456.65,-78.98,22.84,0.07,0.04
L,40,30.40,24.90,10.00,10.06,0.02,0.00,311.57,-302.58,3.67,0.99,0.03
S,40,42.10,13.10,16.27,16.74,0.08,35.00,452.89,-273.32,17.96,0.06,0.03
L,40,27.80,24.90,10.00,10.05,0.03,0.00,311.60,-117.08,6.87,0.99,0.03
S,40,41.70,13.10,16.30,16.04,0.08,35.00,469.25,-219.15,18.82,0.07,0.06
L,40,29.50,24.90,10.00,10.11,0.02,0.00,309.79,-80.09,1.20,0.99,0.05
S,40,42.00,13.10,16.52,16.61,0.07,35.00,461.62,-205.84,24.35,0.08,0.07
L,40,28.00,24.90,10.00,10.16,0.02,0.00,307.70,-76.61,9.38,0.99,0.06
S,40,40.40,13.10,16.73,16.85,0.02,35.00,460.18,-36.19,28.66,0.09,0.07
L,40,27.50,24.90,10.00,10.03,-0.04,0.00,310.35,131.92,11.91,0.99,0.05
S,40,40.80,13.10,16.75,16.42,0.02,35.00,471.17,-102.93,28.98,0.09,0.06
L,40,21.00,24.90,10.00,10.36,-0.04,0.00,301.53,53.79,9.44,0.99,0.04
S,40,40.30,13.10,16.53,16.55,0.02,35.00,463.86,-124.35,24.51,0.08,0.04
L,40,21.00,24.90,10.00,10.36,-0.04,0.00,301.53,53.79,9.44,0.99,0.04
L,40,22.40,24.90,10.00,10.24,0.02,0.00,302.60,-159.00,3.22,0.99,0.01
S,40,41.20,13.10,16.39,16.64,0.02,35.00,457.89,-108.38,21.25,0.07,0.04
L,40,24.60,24.90,10.00,10.61,0.02,0.00,291.57,-67.89,1.83,0.99,0.00
L,40,24.60,24.90,10.00,10.61,0.02,0.00,291.57,-67.89,1.83,0.99,0.00
S,40,40.70,13.10,16.33,16.54,0.02,35.00,457.66,-146.03,19.79,0.07,0.04
L,40,35.80,24.90,10.00,10.41,-0.04,0.00,293.22,150.09,6.26,0.99,0.02
S,40,39.80,13.10,16.31,16.57,0.03,35.00,455.16,-145.95,19.21,0.07,0.04
L,40,22.50,24.90,10.00,10.14,-0.14,0.00,297.92,412.18,6.00,0.99,0.03
S,40,40.60,13.10,16.38,17.01,0.02,35.00,444.02,-141.49,21.14,0.07,0.05
L,40,24.60,24.90,10.00,9.91,0.02,0.00,303.10,-286.58,3.64,0.99,0.00
S,40,41.00,13.10,16.43,15.85,0.02,35.00,471.79,-145.04,22.35,0.07,0.05
L,40,19.20,24.90,10.00,10.14,0.06,0.00,297.63,-196.49,13.78,0.99,0.05
S,40,41.40,13.10,16.45,16.59,0.02,35.00,456.24,-155.09,22.79,0.07,0.05
S,40,41.80,13.10,16.49,16.20,0.02,35.00,466.88,-159.92,23.74,0.07,0.06
L,40,30.10,24.90,10.00,10.08,0.02,0.00,298.46,-19.94,3.38,0.99,0.06
L,40,22.20,24.90,10.00,9.98,0.02,0.00,300.62,-56.97,5.92,0.99,0.03
S,40,40.00,13.10,16.53,16.79,0.02,35.00,453.96,-163.51,24.55,0.08,0.06
L,40,23.80,24.90,10.00,9.87,-0.04,0.00,303.41,138.29,7.99,0.99,0.03
S,40,40.20,13.10,16.57,16.98,0.03,35.00,448.69,-171.23,25.57,0.08,0.06
L,40,23.80,24.90,10.00,9.84,-0.04,0.00,305.13,65.67,7.35,0.99,0.02
S,40,37.90,13.10,16.60,16.68,0.03,35.00,454.90,-177.36,26.05,0.08,0.06
L,40,21.80,24.90,10.00,9.97,0.02,0.00,302.48,-144.42,1.75,0.99,0.00
S,40,37.90,13.10,16.60,16.80,0.03,35.00,451.48,-184.40,26.16,0.08,0.06
L,40,25.70,24.90,10.00,9.92,0.02,0.00,304.06,-66.86,0.50,0.99,0.01
S,40,33.70,13.10,16.66,16.71,0.03,35.00,453.94,-185.91,27.24,0.08,0.07
L,40,25.10,24.90,10.00,9.76,-0.04,0.00,308.75,159.47,3.93,0.99,0.03
S,40,30.80,13.10,16.70,16.47,0.07,35.00,460.97,-362.66,28.10,0.09,0.07
L,40,26.50,24.90,10.00,9.87,-0.04,0.00,307.10,73.27,5.17,0.99,0.01
S,40,27.20,13.10,16.73,16.28,0.03,35.00,468.09,-128.09,31.08,0.09,0.09
L,40,23.70,24.90,10.00,10.04,0.02,0.00,303.52,-131.76,0.13,0.99,0.02
S,41,10.40,13.10,4.11,16.58,0.02,-7.72,131.68,-182.10,36.63,0.48,0.09
L,40,24.90,24.90,10.00,10.16,0.02,0.00,300.04,-54.91,2.03,0.99,0.01
S,40,7.10,13.10,12.58,15.25,0.02,-18.45,315.18,-182.03,36.07,0.07,0.11
L,40,80.00,24.90,10.00,9.97,-0.04,0.00,304.28,156.99,3.92,0.99,0.03
S,40,80.00,13.10,16.48,13.11,0.01,35.00,457.22,-165.65,35.41,0.07,0.12
L,40,80.00,24.90,10.00,9.86,-0.04,0.00,307.25,87.74,2.23,0.99,0.01
S,40,80.00,13.10,16.61,12.14,0.00,35.00,505.42,-153.53,33.11,0.08,0.10
L,40,80.00,24.90,10.00,10.57,0.02,0.00,289.53,-126.56,3.09,0.99,0.03
S,40,80.00,13.10,16.76,13.98,-0.00,35.00,487.43,-151.92,30.58,0.09,0.08
L,40,80.00,24.90,10.00,10.16,0.02,0.00,296.86,-52.90,3.20,0.99,0.00
S,40,80.00,13.10,16.73,16.21,-0.00,35.00,444.73,-153.84,28.75,0.09,0.07
L,40,80.00,24.90,10.00,10.36,-0.04,0.00,290.62,163.02,1.25,0.99,0.02
S,40,80.00,13.10,16.67,16.44,-0.00,35.00,440.09,-158.29,27.47,0.08,0.07
L,40,80.00,24.90,10.00,10.22,-0.04,0.00,292.18,96.03,2.02,0.99,0.00
S,40,30.40,13.10,16.60,16.30,0.00,35.00,443.15,-165.97,26.06,0.08,0.06
L,40,80.00,24.90,10.00,10.23,0.02,0.00,290.84,-124.85,3.01,0.99,0.03
S,40,80.00,13.10,16.58,15.94,0.00,35.00,453.75,-155.78,25.67,0.08,0.06
L,40,80.00,24.90,10.00,10.21,0.02,0.00,289.96,-44.83,4.24,0.99,0.00
S,40,25.80,13.10,24.05,15.66,0.00,35.00,659.80,-160.25,25.92,0.45,0.06
L,40,27.50,24.90,10.00,10.08,0.02,0.00,292.10,-40.54,0.49,0.99,0.02
S,40,80.00,13.10,16.58,17.42,0.00,35.00,467.65,-166.18,25.78,0.08,0.06
L,40,25.20,24.90,10.00,10.11,0.02,0.00,290.75,-39.43,3.82,0.99,0.03
S,40,80.00,13.10,16.60,18.19,0.01,35.00,443.09,-186.20,26.07,0.08,0.05
L,40,26.20,24.90,10.00,10.18,-0.04,0.00,288.38,156.42,5.69,0.99,0.03
S,40,80.00,13.10,16.62,18.01,0.01,35.00,439.18,-187.39,26.49,0.08,0.06
L,40,26.80,24.90,10.00,10.15,-0.04,0.00,288.14,85.72,5.06,0.99,0.00
S,41,80.00,13.10,16.67,17.66,0.01,35.00,441.44,-187.78,27.53,0.08,0.06
L,40,30.70,24.90,10.00,9.97,0.02,0.00,291.87,-132.21,1.08,0.99,0.04
S,40,80.00,13.10,16.74,15.01,0.01,35.00,506.74,-182.24,28.93,0.09,0.07
L,40,19.30,24.90,10.00,9.97,0.02,0.00,292.05,-46.47,2.81,0.99,0.00
S,40,80.00,13.10,16.79,17.43,0.01,35.00,455.01,-186.09,30.08,0.09,0.07
L,40,23.10,24.90,10.00,9.96,0.02,0.00,292.55,-38.38,1.54,0.99,0.03
S,40,80.00,13.10,16.77,17.28,0.01,35.00,454.39,-192.25,30.52,0.09,0.07
L,40,27.60,24.90,10.00,9.87,-0.04,0.00,295.14,161.89,4.43,0.99,0.03
S,40,22.30,13.10,16.21,16.91,0.01,28.85,446.58,-190.89,30.82,0.09,0.07
L,40,24.70,24.90,10.00,9.79,-0.03,0.00,297.99,75.49,3.55,0.99,0.01
S,40,80.00,13.10,16.74,16.78,0.01,35.00,459.63,-191.71,31.00,0.09,0.07
L,40,27.40,24.90,10.00,9.74,0.02,0.00,300.44,-131.54,2.54,0.99,0.04
S,40,80.00,13.10,16.73,16.39,0.01,35.00,469.36,-189.22,31.13,0.09,0.07
L,40,25.80,24.90,10.00,9.91,0.02,0.00,297.43,-49.94,4.73,0.99,0.01
S,40,80.00,13.10,16.76,16.50,0.01,35.00,469.12,-194.18,30.65,0.09,0.07
L,40,25.00,24.90,10.00,9.95,0.02,0.00,297.06,-47.23,0.30,0.99,0.03
S,40,80.00,13.10,16.78,16.53,0.01,35.00,470.43,-199.67,30.32,0.09,0.07
L,40,24.00,24.90,10.00,9.93,-0.03,0.00,297.96,155.67,2.88,0.99,0.03
S,40,20.00,13.10,15.59,16.62,0.01,21.76,438.41,-200.74,31.00,0.09,0.07
L,40,19.80,24.90,10.00,9.84,-0.04,0.00,300.69,80.43,3.57,0.99,0.00
S,41,80.00,13.10,16.71,16.50,0.01,35.00,464.93,-196.75,31.38,0.09,0.07
L,40,26.50,24.90,10.00,10.09,0.03,0.00,294.99,-139.02,3.51,0.99,0.04
S,40,32.10,13.10,16.67,16.46,0.01,35.00,466.19,-200.43,32.01,0.08,0.07
L,40,27.50,24.90,10.00,9.78,0.03,0.00,302.71,-54.96,2.13,0.99,0.03
S,41,33.90,13.10,16.67,16.80,0.01,35.00,458.67,-203.60,32.02,0.08,0.07
L,40,28.30,24.90,10.00,9.97,0.02,0.00,298.85,-42.87,2.68,0.99,0.04
S,41,37.60,13.10,16.69,16.68,0.01,35.00,461.34,-200.33,31.76,0.08,0.07
L,40,26.50,24.90,10.00,10.09,-0.04,0.00,295.86,175.54,5.54,0.99,0.04
S,41,40.30,13.10,16.68,16.74,0.00,35.00,459.42,-192.65,31.96,0.08,0.07
S,40,39.70,13.10,16.66,16.64,0.00,35.00,461.39,-193.71,32.17,0.08,0.08
L,40,29.00,24.90,10.00,10.36,-0.04,0.00,288.47,102.44,4.31,0.99,0.03
L,40,28.10,24.90,10.00,10.26,-0.03,0.00,288.96,65.04,2.57,0.99,0.04
S,40,30.90,13.10,16.65,16.58,0.00,35.00,462.60,-197.13,32.43,0.08,0.07
L,40,24.10,24.90,10.00,10.08,0.03,0.00,292.00,-127.76,6.63,0.99,0.04
S,40,26.30,13.10,16.64,16.65,0.01,35.00,461.19,-205.38,32.52,0.08,0.07
L,40,26.90,24.90,10.00,10.04,0.03,0.00,292.71,-45.55,6.56,0.99,0.01
S,40,18.40,13.10,15.66,16.77,0.01,16.77,432.22,-214.16,33.35,0.37,0.08
S,40,18.40,13.10,15.66,16.77,0.01,16.77,432.22,-214.16,33.35,0.37,0.08
